Particle 1 points: 
[-2.104045, -2.103972, -2.103755, -2.103403, -2.102928, -2.102346, -2.101680, -2.100954, -2.100192, -2.099424, -2.098677, -2.097977, -2.097351, -2.096820, -2.096404, -2.096119, -2.095973, -2.095973, -2.096119, -2.096404, -2.096820, -2.097351, -2.097977, -2.098677, -2.099424, -2.100192, -2.100954, -2.101680, -2.102346, -2.102928, -2.103403, -2.103755, -2.103972, 
-2.121274, -2.120889, -2.119750, -2.117897, -2.115396, -2.112340, -2.108837, -2.105015, -2.101012, -2.096972, -2.093042, -2.089363, -2.086069, -2.083278, -2.081091, -2.079588, -2.078823, -2.078823, -2.079588, -2.081091, -2.083278, -2.086069, -2.089363, -2.093042, -2.096972, -2.101012, -2.105015, -2.108837, -2.112340, -2.115396, -2.117897, -2.119750, -2.120889, 
-2.152091, -2.151150, -2.148359, -2.143822, -2.137700, -2.130216, -2.121639, -2.112281, -2.102479, -2.092587, -2.082963, -2.073955, -2.065888, -2.059054, -2.053700, -2.050019, -2.048145, -2.048145, -2.050019, -2.053700, -2.059054, -2.065888, -2.073955, -2.082963, -2.092587, -2.102479, -2.112281, -2.121639, -2.130216, -2.137700, -2.143822, -2.148359, -2.151150, 
-2.196150, -2.194412, -2.189262, -2.180886, -2.169587, -2.155772, -2.139942, -2.122668, -2.104575, -2.086316, -2.068552, -2.051925, -2.037035, -2.024421, -2.014539, -2.007745, -2.004285, -2.004285, -2.007745, -2.014539, -2.024421, -2.037035, -2.051925, -2.068552, -2.086316, -2.104575, -2.122668, -2.139942, -2.155772, -2.169587, -2.180886, -2.189262, -2.194412, 
-2.252839, -2.250077, -2.241891, -2.228576, -2.210615, -2.188655, -2.163492, -2.136033, -2.107272, -2.078249, -2.050011, -2.023580, -1.999912, -1.979860, -1.964151, -1.953352, -1.947853, -1.947853, -1.953352, -1.964151, -1.979860, -1.999912, -2.023580, -2.050011, -2.078249, -2.107272, -2.136033, -2.163492, -2.188655, -2.210615, -2.228576, -2.241891, -2.250077, 
-2.321193, -2.317196, -2.305349, -2.286080, -2.260085, -2.228305, -2.191887, -2.152148, -2.110525, -2.068521, -2.027655, -1.989403, -1.955149, -1.926130, -1.903396, -1.887767, -1.879808, -1.879808, -1.887767, -1.903396, -1.926130, -1.955149, -1.989403, -2.027655, -2.068521, -2.110525, -2.152148, -2.191887, -2.228305, -2.260085, -2.286080, -2.305349, -2.317196, 
-2.399797, -2.394379, -2.378322, -2.352205, -2.316973, -2.273899, -2.224540, -2.170680, -2.114265, -2.057334, -2.001946, -1.950102, -1.903675, -1.864344, -1.833530, -1.812347, -1.801561, -1.801561, -1.812347, -1.833530, -1.864344, -1.903675, -1.950102, -2.001946, -2.057334, -2.114265, -2.170680, -2.224540, -2.273899, -2.316973, -2.352205, -2.378322, -2.394379, 
-2.486699, -2.479711, -2.458999, -2.425312, -2.379867, -2.324307, -2.260641, -2.191168, -2.118400, -2.044967, -1.973523, -1.906651, -1.846766, -1.796034, -1.756288, -1.728965, -1.715052, -1.715052, -1.728965, -1.756288, -1.796034, -1.846766, -1.906651, -1.973523, -2.044967, -2.118400, -2.191168, -2.260641, -2.324307, -2.379867, -2.425312, -2.458999, -2.479711, 
-2.579368, -2.570705, -2.545030, -2.503270, -2.446935, -2.378061, -2.299137, -2.213015, -2.122809, -2.031779, -1.943214, -1.860316, -1.786081, -1.723191, -1.673921, -1.640050, -1.622803, -1.622803, -1.640050, -1.673921, -1.723191, -1.786081, -1.860316, -1.943214, -2.031779, -2.122809, -2.213015, -2.299137, -2.378061, -2.446935, -2.503270, -2.545030, -2.570705, 
-2.674694, -2.664308, -2.633527, -2.583463, -2.515925, -2.433355, -2.338736, -2.235489, -2.127345, -2.018213, -1.912036, -1.812653, -1.723656, -1.648260, -1.589192, -1.548585, -1.527908, -1.527908, -1.548585, -1.589192, -1.648260, -1.723656, -1.812653, -1.912036, -2.018213, -2.127345, -2.235489, -2.338736, -2.433355, -2.515925, -2.583463, -2.633527, -2.664308, 
-2.769065, -2.756974, -2.721138, -2.662853, -2.584225, -2.488096, -2.377939, -2.257738, -2.131835, -2.004782, -1.881170, -1.765468, -1.661856, -1.574080, -1.505312, -1.458037, -1.433965, -1.433965, -1.458037, -1.505312, -1.574080, -1.661856, -1.765468, -1.881170, -2.004782, -2.131835, -2.257738, -2.377939, -2.488096, -2.584225, -2.662853, -2.721138, -2.756974, 
-2.858515, -2.844808, -2.804181, -2.738104, -2.648963, -2.539982, -2.415099, -2.278827, -2.136092, -1.992052, -1.851914, -1.720742, -1.603278, -1.503767, -1.425805, -1.372210, -1.344919, -1.344919, -1.372210, -1.425805, -1.503767, -1.603278, -1.720742, -1.851914, -1.992052, -2.136092, -2.278827, -2.415099, -2.539982, -2.648963, -2.738104, -2.804181, -2.844808, 
-2.938951, -2.923790, -2.878855, -2.805770, -2.707177, -2.586639, -2.448513, -2.297790, -2.139919, -1.980605, -1.825606, -1.680525, -1.550604, -1.440540, -1.354311, -1.295033, -1.264848, -1.264848, -1.295033, -1.354311, -1.440540, -1.550604, -1.680525, -1.825606, -1.980605, -2.139919, -2.297790, -2.448513, -2.586639, -2.707177, -2.805770, -2.878855, -2.923790, 
-3.006420, -2.990040, -2.941491, -2.862529, -2.756007, -2.625775, -2.476540, -2.313697, -2.143129, -1.971003, -1.803539, -1.646790, -1.506421, -1.387506, -1.294342, -1.230297, -1.197685, -1.197685, -1.230297, -1.294342, -1.387506, -1.506421, -1.646790, -1.803539, -1.971003, -2.143129, -2.313697, -2.476540, -2.625775, -2.756007, -2.862529, -2.941491, -2.990040, 
-3.057423, -3.040121, -2.988840, -2.905435, -2.792919, -2.655360, -2.497728, -2.325721, -2.145556, -1.963745, -1.786858, -1.621289, -1.473021, -1.347415, -1.249009, -1.181360, -1.146913, -1.146913, -1.181360, -1.249009, -1.347415, -1.473021, -1.621289, -1.786858, -1.963745, -2.145556, -2.325721, -2.497728, -2.655360, -2.792919, -2.905435, -2.988840, -3.040121, 
-3.089204, -3.071328, -3.018345, -2.932171, -2.815921, -2.673795, -2.510930, -2.333214, -2.147068, -1.959222, -1.776463, -1.605398, -1.452209, -1.322433, -1.220761, -1.150866, -1.115275, -1.115275, -1.150866, -1.220761, -1.322433, -1.452209, -1.605398, -1.776463, -1.959222, -2.147068, -2.333214, -2.510930, -2.673795, -2.815921, -2.932171, -3.018345, -3.071328, 
-3.100000, -3.081929, -3.028368, -2.941254, -2.823734, -2.680057, -2.515415, -2.335759, -2.147582, -1.957685, -1.772932, -1.600000, -1.445139, -1.313947, -1.211165, -1.140507, -1.104528, -1.104528, -1.140507, -1.211165, -1.313947, -1.445139, -1.600000, -1.772932, -1.957685, -2.147582, -2.335759, -2.515415, -2.680057, -2.823734, -2.941254, -3.028368, -3.081929, 
-3.089204, -3.071328, -3.018345, -2.932171, -2.815921, -2.673795, -2.510930, -2.333214, -2.147068, -1.959222, -1.776463, -1.605398, -1.452209, -1.322433, -1.220761, -1.150866, -1.115275, -1.115275, -1.150866, -1.220761, -1.322433, -1.452209, -1.605398, -1.776463, -1.959222, -2.147068, -2.333214, -2.510930, -2.673795, -2.815921, -2.932171, -3.018345, -3.071328, 
-3.057423, -3.040121, -2.988840, -2.905435, -2.792919, -2.655360, -2.497728, -2.325721, -2.145556, -1.963745, -1.786858, -1.621289, -1.473021, -1.347415, -1.249009, -1.181360, -1.146913, -1.146913, -1.181360, -1.249009, -1.347415, -1.473021, -1.621289, -1.786858, -1.963745, -2.145556, -2.325721, -2.497728, -2.655360, -2.792919, -2.905435, -2.988840, -3.040121, 
-3.006420, -2.990040, -2.941491, -2.862529, -2.756007, -2.625775, -2.476540, -2.313697, -2.143129, -1.971003, -1.803539, -1.646790, -1.506421, -1.387506, -1.294342, -1.230297, -1.197685, -1.197685, -1.230297, -1.294342, -1.387506, -1.506421, -1.646790, -1.803539, -1.971003, -2.143129, -2.313697, -2.476540, -2.625775, -2.756007, -2.862529, -2.941491, -2.990040, 
